chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr2,12581465,1,2,1,smallindel,"nonsnp,smallindel",pc1,7.809291993560323,2,0.0944607799703424,3_promoter,promoter,AT2G29250,LECRK32,Putative inactive L-type lectin-domain containing receptor kinase III.2 (LecRK-III.2),defense,-,True,AT2G29250,685,Chr2_4978,AT2G29220;AT2G29250;AT2G29260;AT2G29263;AT2G29290,False,False,,
Chr1,27865798,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.804716952460661,1,0.1168981465426358,3_promoter,promoter,AT1G74100,SOT16,Cytosolic sulfotransferase 16 (AtSOT16) (EC 2.8.2.24) (Aromatic desulfoglucosinolate sulfotransferase) (Desulfoglucosinolate sulfotransferase A) (AtST5a) (Protein CORONATINE INDUCED 7),"temperature,defense",-,False,AT1G74100,104,Chr1_14566,AT1G74090;AT1G74100,False,False,,
Chr4,1391499,11,1,10,smallindel,"nonsnp,smallindel",bio10,7.7999498527555104,2,0.2091375480998646,3_promoter,promoter,AT4G03130,AT4G03130,BRCT domain-containing DNA repair protein,defense,-,False,AT4G03135,533,Chr4_1028,,False,False,,
Chr3,3299235,1,9,8,smallindel,"nonsnp,smallindel",bio15,7.78641691154498,1,0.0536281574856151,3_promoter,promoter,AT3G10550,MTM1,"Phosphatidylinositol-3-phosphatase myotubularin-1 (AtMTM1) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",water,-,False,AT3G10560,658,Chr3_1572,AT3G10530;AT3G10540;AT3G10550,False,True,2.0,bio15
Chr3,2998355,12,1,11,smallindel,"nonsnp,smallindel",bio15,7.78641691154498,1,0.0536281574856151,3_promoter,promoter,AT3G09770,LOG2,Probable E3 ubiquitin-protein ligase LOG2 (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase LOG2) (Protein LOSS OF GDU2) (RING finger protein 215),"water,defense",-,False,AT3G09770,165,Chr3_1450,AT3G09770;AT3G09780,False,True,19.0,bio15
Chr2,6313985,1,5,4,smallindel,"nonsnp,smallindel",bio15,7.783946200925007,1,0.051704390482469,3_promoter,promoter,AT2G14750,APK1,"Adenylyl-sulfate kinase 1, chloroplastic (EC 2.7.1.25) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase 1) (Adenosine-5'-phosphosulfate kinase 1) (APS kinase 1)",,+,False,AT2G14750,47,Chr2_1700,AT2G14740;AT2G14750,False,True,114.0,bio15
Chr1,20268185,296,1,295,sv,"nonsnp,sv",bio3,7.782321580492175,1,0.1008368730545044,3_promoter,promoter,AT1G54280,ALA6,Phospholipid-transporting ATPase 6 (AtALA6) (EC 7.6.2.1) (Aminophospholipid flippase 6),temperature,-,False,AT1G54290,5,Chr1_9353,AT1G54290;AT1G54300;AT1G54310;AT1G54320;AT1G54330;AT1G54340;AT1G54350;AT1G54355;AT1G54360;AT1G54370;AT1G54380;AT1G54385;AT1G54390,True,False,,
Chr3,18853470,1,2,1,smallindel,"nonsnp,smallindel",bio17,7.7737021606391155,1,0.0633456381884488,3_promoter,promoter,AT3G50730,AT3G50730,Protein kinase superfamily protein,,-,False,AT3G50730,333,Chr3_8371,AT3G50740;AT3G50750,True,False,,
Chr1,19292862,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.769158673223576,1,0.0761241587725552,3_promoter,promoter,AT1G51913,AT1G51913,Transmembrane protein,,+,True,AT1G51913,46,Chr1_8744,AT1G51913;AT1G51915;AT1G51920,False,False,,
Chr3,22372969,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.758938607747778,1,0.1721739335493608,3_promoter,promoter,AT3G60530,GATA4,GATA transcription factor 4 (AtGATA-4),light,+,False,AT3G60530,246,Chr3_10188,AT3G60530,False,True,3.0,bio10
Chr5,13959865,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.753775143895638,2,0.0969409400766546,3_promoter,promoter,AT5G35790,G6PD1,"Glucose-6-phosphate 1-dehydrogenase 1, chloroplastic (AtG6PD1) (G6PDH1) (EC 1.1.1.49)",,-,False,AT5G35790,112,Chr5_6016,AT5G35790,False,False,,
Chr1,12144136,1,5,4,smallindel,"nonsnp,smallindel",bio15,7.734681482979416,1,0.2221051779660311,3_promoter,promoter,AT1G33470,AT1G33470,RNA-binding (RRM/RBD/RNP motifs) family protein,,+,True,AT1G33470,379,Chr1_6643,AT1G33470,False,False,,
Chr4,7003703,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.734670161572149,1,0.0913290543989701,3_promoter,promoter,AT4G11560,AIPP3,ASI1-immunoprecipitated protein 3 (Bromo-adjacent homology domain-containing protein 1) (BAH domain-containing transcriptional regulator 1) (Protein REPRESSOR OF VERNALIZATION 1) (AtRVR1),flowering,-,True,AT4G11560,210,Chr4_2733,AT4G11560,False,True,5.0,"bio11,bio6,pc1"
Chr4,7675522,1,4,3,smallindel,"nonsnp,smallindel",bio8,7.731337193511574,1,0.157039154659618,3_promoter,promoter,AT4G13220,AT4G13220,Transmembrane protein,,-,True,AT4G13230,131,Chr4_3292,AT4G13220;AT4G13230,False,False,,
Chr3,9856500,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.723084023056351,1,0.3449443470348011,3_promoter,promoter,AT3G26790,FUS3,B3 domain-containing transcription factor FUS3 (Protein FUSCA3),"flowering,water",-,False,AT3G26790,511,Chr3_5246,AT3G26770;AT3G26780;AT3G26782;AT3G26790,False,False,,
Chr3,6882385,1,2,1,smallindel,"nonsnp,smallindel",pc1,7.717870452900874,1,0.0861365632577376,3_promoter,promoter,AT3G19820,DIM,Delta(24)-sterol reductase (EC 1.3.1.72) (Cell elongation protein DIMINUTO) (Cell elongation protein Dwarf1) (Protein CABBAGE1) (Protein ENHANCED VERY-LOW-FLUENCE RESPONSE 1),"light,calcium",-,False,AT3G19820,70,Chr3_3352,AT3G19800;AT3G19810;AT3G19820,False,True,5.0,pc1
Chr2,7195657,4,1,3,smallindel,"nonsnp,smallindel",bio15,7.710418656385448,1,0.0578497648239135,3_promoter,promoter,AT2G16592,AT2G16592,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,defense,+,False,AT2G16592,516,Chr2_2065,,False,False,,
Chr5,6594708,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.709296169682376,1,0.0755178603259,3_promoter,promoter,AT5G19540,DY1,Thermosome subunit gamma,temperature,+,False,AT5G19540,993,Chr5_3246,AT5G19540,False,False,,
Chr3,9944350,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.708949451001223,1,0.0582035346464677,3_promoter,promoter,AT3G26950,AT3G26950,Uncharacterized protein At3g26950,,-,True,AT3G26960,317,Chr3_5308,AT3G26960,True,False,,
Chr5,6234493,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.705945375800171,1,0.058249527757818,3_promoter,promoter,AT5G18690,AGP25,Classical arabinogalactan protein 25,,-,True,AT5G18690,287,Chr5_3080,AT5G18690;AT5G18700,False,False,,
Chr5,19636028,1,424,423,sv,"nonsnp,sv",bio15,7.698445820810539,1,0.0570816722783175,3_promoter,promoter,AT5G48450,SKS3,SKU5 similar 3,,-,False,AT5G48460,73,Chr5_9827,AT5G48450;AT5G48460,False,False,,
Chr3,9924971,3,2,1,smallindel,"nonsnp,smallindel",bio15,7.684274321976059,1,0.0682454163377935,3_promoter,promoter,AT3G26930,AT3G26930,Uncharacterized protein,,+,False,AT3G26922,356,Chr3_5291,,False,True,1196.0,bio15
Chr1,19426362,681,1,680,sv,"nonsnp,sv",pc1,7.684112674520581,6,0.1814039078625765,3_promoter,promoter,AT1G52180,AT1G52180,Aquaporin-like superfamily protein,,-,True,AT1G52180,434,Chr1_8825,AT1G52185,True,True,167.0,pc1
Chr5,17367388,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.6575530012325235,1,0.3293705853548917,3_promoter,promoter,AT5G43280,DCI1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, peroxisomal (AtDCI1) (EC 5.3.3.21)",temperature,+,True,AT5G43280,500,Chr5_8086,,False,False,,
Chr1,20498951,525,1,524,sv,"nonsnp,sv",bio3,7.650253548900645,1,0.0807023481889204,3_promoter,promoter,AT1G54960,ANP2,Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (Arabidopsis NPK1-related protein kinase 2),temperature,+,True,AT1G54960,475,Chr1_9414,,False,False,,
Chr1,1818105,20,1,19,smallindel,"nonsnp,smallindel",bio10,7.647972649770968,1,0.0724789283492348,3_promoter,promoter,AT1G05970,AIPP1,ASI1-immunoprecipitated protein 1 (Protein ENHANCED DOWNY MILDEW 3),defense,-,False,AT1G05990,323,Chr1_945,,False,False,,
Chr4,7322958,20,1,19,smallindel,"nonsnp,smallindel",bio4,7.645982464753736,1,0.073307839306918,3_promoter,promoter,AT4G12340,AT4G12340,Copper ion binding protein,,-,True,AT4G12340,481,Chr4_3019,,False,False,,
Chr5,1278499,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.640147099872397,1,0.1506164073944091,3_promoter,promoter,AT5G04480,BUP,UDP-Glycosyltransferase superfamily protein,,-,False,AT5G04480,514,Chr5_885,AT5G04480,False,False,,
Chr5,4304542,2,2,0,snp,"nonsnp,smallindel",bio8,7.634797396790927,1,0.259942965074019,3_promoter,promoter,AT5G13420,TRA2,Putative transaldolase (Transaldolase-like protein),,-,False,AT5G13420,230,Chr5_2136,AT5G13420;AT5G13430,False,False,,
Chr1,29537801,1,12,11,smallindel,"nonsnp,smallindel",bio15,7.632984483343216,1,0.0598874959078702,3_promoter,promoter,AT1G78510,SPS1,"Solanesyl diphosphate synthase 1, chloroplastic (AtSPS1) (EC 2.5.1.85) (All-trans-nonaprenyl-diphosphate synthase 1 (geranylgeranyl-diphosphate specific)) (Geranylgeranyl diphosphate synthase) (EC 2.5.1.29)",oxidative,-,False,AT1G78520,175,Chr1_15437,AT1G78510,False,False,,
Chr1,19357705,3,1,2,smallindel,"nonsnp,smallindel",bio10,7.62683603808029,1,0.1677368229085749,3_promoter,promoter,AT1G52050,JAL8,Jacalin-related lectin 8,water,-,False,AT1G52050,941,Chr1_8790,AT1G52040;AT1G52050;AT1G52060,False,True,3.0,bio10
Chr1,16714573,2,1,1,smallindel,"nonsnp,smallindel",bio3,7.625843605855103,1,0.0644793293692849,3_promoter,promoter,AT1G44010,AT1G44010,Transmembrane protein,,+,False,AT1G44010,48,Chr1_7409,AT1G44000;AT1G44010;AT1G44020,False,False,,
Chr3,9020397,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.618619907225411,1,0.1845359802246093,3_promoter,promoter,AT3G24690,AT3G24690,Uncharacterized protein,,+,True,AT3G24690,254,Chr3_4580,AT3G24690;AT3G24700;AT3G24710,False,True,39.0,"bio1,bio15"
Chr2,467176,27,1,26,smallindel,"nonsnp,smallindel",bio15,7.611416260767664,1,0.0702374469150196,3_promoter,promoter,AT2G01990,AT2G01990,XRI1-like protein,,-,False,AT2G01990,452,Chr2_332,AT2G01990;AT2G02000,False,False,,
Chr5,20584866,2,1,1,smallindel,"nonsnp,smallindel",bio3,7.60149863728707,1,0.3017692999406294,3_promoter,promoter,AT5G50570,SPL13A,Squamosa promoter-binding-like protein 13A,defense,-,False,AT5G50570,307,Chr5_10465,AT5G50570;AT5G50580;AT5G50590;AT5G50600;AT5G50610;AT5G50620;AT5G50630;AT5G50640;AT5G50645;AT5G50650;AT5G50660;AT5G50665;AT5G50670;AT5G50680,False,False,,
Chr5,17670657,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.599256388808325,1,0.0558831149881536,3_promoter,promoter,AT5G43910,AT5G43910,PfkB-like carbohydrate kinase family protein,,-,True,AT5G43910,418,Chr5_8425,AT5G43910,False,False,,
Chr2,7421842,1,7,6,smallindel,"nonsnp,smallindel",bio6,7.587417591888034,1,0.1230361353267322,3_promoter,promoter,AT2G17060,AT2G17060,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),"oxidative,defense",+,False,AT2G17060,569,Chr2_2211,AT2G17055;AT2G17060,False,False,,
Chr2,8984289,1,7,6,smallindel,"nonsnp,smallindel",bio4,7.578500023099012,1,0.0505647821859879,3_promoter,promoter,AT2G20875,EPF1,Protein EPIDERMAL PATTERNING FACTOR 1 [Cleaved into: MEPF1],water,-,False,AT2G20875,677,Chr2_2961,AT2G20860;AT2G20870;AT2G20875;AT2G20880,False,False,,
Chr3,17476013,2,1012,1010,sv,"nonsnp,sv",bio8,7.57612922146525,1,0.0527250116521661,3_promoter,promoter,AT3G47420,G3Pp1,Putative glycerol-3-phosphate transporter 1 (G-3-P transporter 1) (Glycerol-3-phosphate permease 1) (AtG3Pp1) (G-3-P permease 1) (Protein PHOSPHATE STARVATION-INDUCED GENE 3) (AtPS3),,-,False,AT3G47420,755,Chr3_7516,,False,False,,
Chr5,2029515,5,1,4,smallindel,"nonsnp,smallindel",bio10,7.568437585826675,1,0.1543001478368585,3_promoter,promoter,AT5G06610,BDR1,Lipase (DUF620),,+,False,AT5G06610,378,Chr5_1202,AT5G06610,False,False,,
Chr5,18482748,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.568112354045875,1,0.0570816722783175,3_promoter,promoter,AT5G45580,PHL11,Myb family transcription factor PHL11 (Protein PHR1-LIKE 11),,-,False,AT5G45580,105,Chr5_9019,AT5G45580,False,True,1763.0,bio15
Chr5,18326122,8,1,7,smallindel,"nonsnp,smallindel",bio15,7.565910917692518,1,0.1951489882035688,3_promoter,promoter,AT5G45250,RPS4,Disease resistance protein RPS4 (Probable NAD(+) hydrolase RPS4) (EC 3.2.2.6) (Resistance to Pseudomonas syringae 4) (TIR-NBS-LRR class disease resistance protein),"temperature,water,defense",-,False,AT5G45260,74,Chr5_8860,AT5G45220;AT5G45230;AT5G45240;AT5G45250;AT5G45260;AT5G45275,False,True,674.0,bio15
Chr3,11246085,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.56213531833224,1,0.0615718798203901,3_promoter,promoter,AT3G29300,AT3G29300,Transmembrane protein,,+,True,AT3G29300,924,Chr3_5991,,False,False,,
Chr5,23171017,1,6,5,smallindel,"nonsnp,smallindel",bio15,7.546563402557177,1,0.189859390258789,3_promoter,promoter,AT5G57181,,,,+,False,AT5G57180,18,Chr5_11968,AT5G57180;AT5G57181;AT5G57190,False,False,,
Chr5,22741874,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.528823611479945,1,0.0858532298694957,3_promoter,promoter,AT5G56180,ARP8,Actin-related protein 8 (F-box protein ARP8),,-,False,AT5G56190,130,Chr5_11722,AT5G56180;AT5G56190,False,False,,
Chr2,13127635,1,5129,5128,sv,sv,bio1,7.528744163997029,3,0.0502770705656571,3_promoter,promoter,AT2G30800,HVT1,DExH-box ATP-dependent RNA helicase DExH6 (EC 3.6.4.13) (Protein HELICASE IN VASCULAR TISSUE AND TAPETUM) (EC 3.6.4.12),,-,False,AT2G30810,191,Chr2_5291,AT2G30730;AT2G30740,True,False,,
Chr1,17369229,568,4,564,sv,"nonsnp,sv",bio15,7.526083398853327,1,0.0618069171905517,3_promoter,promoter,AT1G47370,RBA1,Disease resistance protein RBA1 (NAD(+) hydrolase RBA1) (EC 3.2.2.6) (NADP(+) hydrolase RBA1) (EC 3.2.2.-) (Response to HopBA1 protein) (RBA1),defense,-,False,AT1G47370,526,Chr1_7722,AT1G47370;AT1G47380,False,True,1199.0,bio10
Chr1,4604558,14,4,10,smallindel,"nonsnp,smallindel",bio10,7.52541173258386,1,0.4621568593111905,3_promoter,promoter,AT1G13420,SOT8,Cytosolic sulfotransferase 8 (AtSOT8) (EC 2.8.2.-) (Sulfotransferase 4b) (AtST4b),,+,False,AT1G13420,270,Chr1_2341,AT1G13410;AT1G13420;AT1G13430,False,True,126.0,"bio1,bio11,bio15"
Chr4,7147818,6,1,5,smallindel,"nonsnp,smallindel",bio1,7.523281698319844,2,0.0521985454992814,3_promoter,promoter,AT4G11890,CRK45,Cysteine-rich receptor-like protein kinase 45 (Cysteine-rich RLK45) (EC 2.7.11.1) (ABA- and osmotic stress-inducible receptor-like cytosolic kinase 1),"temperature,water,oxidative,defense",+,True,AT4G11890,42,Chr4_2863,AT4G11876;AT4G11880;AT4G11890,False,False,,
Chr5,5884989,1,3,2,smallindel,"nonsnp,smallindel",bio1,7.510353141232471,1,0.0952913002534346,3_promoter,promoter,AT5G17810,WOX12,WUSCHEL-related homeobox 12,,-,False,AT5G17810,219,Chr5_2891,AT5G17810,False,False,,
Chr5,18697015,1,429,428,sv,"nonsnp,sv",bio1,7.502321958834127,2,0.0819252891974015,3_promoter,promoter,AT5G46110,TPT,"Triose phosphate/phosphate translocator TPT, chloroplastic (Protein ACCLIMATION OF PHOTOSYNTHESIS TO ENVIRONMENT 2)",light,+,False,AT5G46110,220,Chr5_9247,AT5G46100;AT5G46110,False,False,,
Chr1,28601054,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.481290997248492,1,0.0632644674994728,3_promoter,promoter,AT1G76230,AT1G76230,Uncharacterized protein,,-,False,AT1G76230,612,Chr1_14995,AT1G76240,True,False,,
Chr4,6863482,1,3,2,smallindel,"nonsnp,smallindel",bio10,7.477837143446032,2,0.1729400808160955,3_promoter,promoter,AT4G11280,ACS6,1-aminocyclopropane-1-carboxylate synthase 6 (ACC synthase 6) (EC 4.4.1.14) (S-adenosyl-L-methionine methylthioadenosine-lyase 6),"water,oxidative,defense",+,False,AT4G11280,615,Chr4_2614,AT4G11280,False,False,,
Chr4,8383203,1,33,32,smallindel,"nonsnp,smallindel",bio6,7.462870121225694,1,0.0606514432213523,3_promoter,promoter,AT4G14615,AT4G14615,Sporulation-specific protein,,+,False,AT4G14615,561,Chr4_3833,,False,False,,
Chr1,11044480,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.462474914418184,1,0.0519193465059453,3_promoter,promoter,AT1G30970,SUF4,Protein SUPPRESSOR OF FRI 4,flowering,-,False,AT1G30972,151,Chr1_5889,AT1G30972,True,False,,
Chr2,9854969,3,1,2,smallindel,"nonsnp,smallindel",bio10,7.451996985164921,1,0.4057951840487394,3_promoter,promoter,AT2G23149,,,,+,True,AT2G23148,813,Chr2_3388,AT2G23148;AT2G23149;AT2G23150,False,False,,
Chr3,7781983,1,11,10,smallindel,"nonsnp,smallindel",bio8,7.451653749160903,1,0.0712477998300032,3_promoter,promoter,AT3G22080,AT3G22080,Ubiquitin carboxyl-terminal hydrolase-like protein,,-,False,AT3G22080,265,Chr3_3807,,False,False,,
Chr3,9412282,1,30,29,smallindel,"nonsnp,smallindel",bio15,7.449196751023256,1,0.1119322451678189,3_promoter,promoter,AT3G25790,HHO1,Transcription factor HHO1 (MYB-domain transcription factor HHO1) (Protein HRS1 HOMOLOG 1),water,+,False,AT3G25790,845,Chr3_4933,AT3G25780,True,False,,
Chr4,7084135,2,1,1,smallindel,"nonsnp,smallindel",bio4,7.443108569466287,1,0.0993447954004461,3_promoter,promoter,AT4G11770,AT4G11770,Putative F-box/kelch-repeat protein At4g11770,,-,True,AT4G11770,666,Chr4_2812,AT4G11770,False,True,80.0,"bio11,bio15,bio6,pc1"
Chr2,2217315,2,2,0,snp,"nonsnp,smallindel",bio4,7.438380648720087,1,0.0560342452742836,3_promoter,promoter,AT2G05810,AT2G05810,ARM repeat superfamily protein,,-,True,AT2G05810,156,Chr2_1126,AT2G05810;AT2G05812;AT2G05830,False,False,,
Chr3,15900365,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.415319310099859,1,0.1259287920865145,3_promoter,promoter,AT3G44180,AT3G44180,Syntaxin-related family protein,,+,False,AT3G44180,429,Chr3_6554,AT3G44171,True,False,,
Chr4,8961689,1,2,1,smallindel,"nonsnp,smallindel",bio6,7.414184341099595,2,0.0578669634732332,3_promoter,promoter,AT4G15733,SCRL11,Putative defensin-like protein 244 (Putative S locus cysteine-rich-like protein 11) (Protein SCRL11) (SCR-like protein 11),,+,False,AT4G15733,31,Chr4_4164,AT4G15733,False,False,,
Chr5,15542202,1,33,32,smallindel,"nonsnp,smallindel",bio15,7.414176570179072,1,0.0565481023354963,3_promoter,promoter,AT5G38810,AT5G38810,Putative F-box protein At5g38810,,-,False,AT5G38810,662,Chr5_6691,AT5G38810;AT5G38820,False,False,,
Chr5,21667833,1,25,24,smallindel,"nonsnp,smallindel",bio15,7.414176570179072,1,0.0565481023354963,3_promoter,promoter,AT5G53410,MYN8.2,F-box associated ubiquitination effector family protein,defense,+,False,AT5G53410,106,Chr5_11022,AT5G53410,False,False,,
Chr1,3616596,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.406745612466572,1,0.2882498827847568,3_promoter,promoter,AT1G10865,AT1G10865,Cytochrome C oxidase assembly factor,,-,False,AT1G10870,13,Chr1_1690,AT1G10820;AT1G10830;AT1G10840;AT1G10850;AT1G10865;AT1G10870,False,False,,
Chr1,9815917,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.386194635394307,1,0.1206139326095581,3_promoter,promoter,AT1G28120,OTU1,OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 1 (OTU domain-containing protein 1) (EC 3.4.19.12) (Deubiquitinating enzyme OTU1),,-,True,AT1G28120,373,Chr1_5236,AT1G28120,False,False,,
Chr5,334885,3,1,2,smallindel,"nonsnp,smallindel",bio1,7.380004745200773,1,0.1956212303855202,3_promoter,promoter,AT5G01860,AT5G01860,C2H2 and C2HC zinc fingers superfamily protein,water,+,True,AT5G01850,415,Chr5_191,AT5G01850;AT5G01860,False,False,,
Chr5,15470858,1,2,1,smallindel,"nonsnp,smallindel",bio1,7.362888718864082,1,0.0666992447592995,3_promoter,promoter,AT5G38640,MBB18.19,Translation initiation factor eIF2B subunit delta (eIF2B GDP-GTP exchange factor subunit delta),,-,False,AT5G38660,42,Chr5_6659,AT5G38650;AT5G38660,True,False,,
Chr3,2706301,4,1,3,smallindel,"nonsnp,smallindel",bio15,7.359236063501614,1,0.107903166250749,3_promoter,promoter,AT3G08890,AT3G08890,Uncharacterized protein,,+,False,AT3G08890,328,Chr3_1334,AT3G08870;AT3G08880;AT3G08890;AT3G08900,False,False,,
Chr3,6704404,1,2,1,smallindel,"nonsnp,smallindel",bio8,7.358575240561828,1,0.3715029629794034,3_promoter,promoter,AT3G19340,AT3G19340,Aminopeptidase (DUF3754),,-,False,AT3G19340,178,Chr3_3252,AT3G19340;AT3G19350;AT3G19360,False,False,,
Chr5,3544961,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.351978795120042,1,0.090377157384699,3_promoter,promoter,AT5G11140,AT5G11140,Phospholipase-like protein (PEARLI 4) family protein,,+,False,AT5G11130,237,Chr5_1821,AT5G11130;AT5G11140;AT5G11150,False,False,,
Chr4,11357998,1,3,2,smallindel,"nonsnp,smallindel",bio3,7.351679224240944,1,0.1031834103844382,3_promoter,promoter,AT4G21350,PUB8,U-box domain-containing protein 8 (EC 2.3.2.27) (Plant U-box protein 8) (RING-type E3 ubiquitin transferase PUB8),water,-,False,AT4G21350,731,Chr4_5842,AT4G21350;AT4G21362;AT4G21366;AT4G21380,False,False,,
Chr4,7141595,1,73,72,sv,sv,bio15,7.350991319815773,3,0.0658140615983442,3_promoter,promoter,AT4G11870,AT4G11870,Uncharacterized protein,,-,False,AT4G11876,708,Chr4_2863,AT4G11876;AT4G11880;AT4G11890,True,False,,
Chr2,11456738,13,1,12,smallindel,"nonsnp,smallindel",pc1,7.350946007265939,1,0.1118060892278497,3_promoter,promoter,AT2G26865,AT2G26865,Transmembrane protein,,-,False,AT2G26870,258,Chr2_4289,AT2G26865;AT2G26870,False,False,,
Chr2,12805666,1,2,1,smallindel,"nonsnp,smallindel",bio9,7.350939364177012,1,0.4358497966419566,3_promoter,promoter,AT2G30000,AT2G30000,PHD finger-like domain-containing protein 5A,,-,False,AT2G30010,58,Chr2_5091,,False,True,1190.0,bio1
Chr4,8350462,1,490,489,sv,nonsnp,bio15,7.350366519741264,1,0.0571844523603265,3_promoter,promoter,AT4G14550,IAA14,Auxin-responsive protein IAA14 (Indoleacetic acid-induced protein 14) (Protein SOLITARY ROOT),,-,False,AT4G14550,443,Chr4_3808,AT4G14500;AT4G14504;AT4G14510;AT4G14520;AT4G14530;AT4G14540;AT4G14548;AT4G14550,False,False,,
Chr5,16644839,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.348707786402442,1,0.0730134031989357,3_promoter,promoter,AT5G41614,,,,-,False,AT5G41614,644,Chr5_7418,,False,True,116.0,"bio15,bio3"
Chr3,7079299,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.344850524509763,1,0.0505945086479187,3_promoter,promoter,AT3G20290,EHD1,EH domain-containing protein 1 (AtEHD1) (EC 3.6.5.2),"water,calcium",-,False,AT3G20300,318,Chr3_3441,AT3G20290;AT3G20300,False,False,,
Chr2,11666416,1,2,1,smallindel,"nonsnp,smallindel",bio3,7.340240238392413,1,0.419766599481756,3_promoter,promoter,AT2G27250,CLV3,Protein CLAVATA 3 [Cleaved into: MCLV3],"flowering,defense",-,False,AT2G27250,647,Chr2_4395,,False,True,18.0,bio3
Chr5,6801491,1,10,9,smallindel,"nonsnp,smallindel",bio15,7.337417880278516,1,0.3238033381375399,3_promoter,promoter,AT5G20140,HBP5,SOUL heme-binding family protein,oxidative,-,False,AT5G20140,514,Chr5_3370,AT5G20120;AT5G20130;AT5G20140;AT5G20150,False,False,,
Chr1,10046881,2,2,0,snp,"nonsnp,smallindel",bio8,7.327038889597183,1,0.2287771051580255,3_promoter,promoter,AT1G28580,AT1G28580,GDSL esterase/lipase At1g28580 (EC 3.1.1.-) (Extracellular lipase At1g28580),,-,False,AT1G28590,394,Chr1_5370,AT1G28580;AT1G28590,False,False,,
Chr4,12170418,1,2,1,smallindel,"nonsnp,smallindel",bio6,7.326578090817767,2,0.0786546739664944,3_promoter,promoter,AT4G23260,CRK18,Cysteine-rich receptor-like protein kinase 18 (Cysteine-rich RLK18) (EC 2.7.11.-),"water,defense",-,False,AT4G23260,332,Chr4_6319,AT4G23260,False,False,,
Chr1,12938094,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.325735908550894,1,0.0696461254900152,3_promoter,promoter,AT1G35260,MLP165,MLP-like protein 165,defense,-,True,AT1G35260,307,Chr1_6905,AT1G35260,False,False,,
Chr3,7759091,1,2,1,smallindel,"nonsnp,smallindel",bio10,7.320279723662978,1,0.2847321900454434,3_promoter,promoter,AT3G22030,CRRSP33,Putative cysteine-rich repeat secretory protein 33,defense,+,False,AT3G22030,226,Chr3_3785,AT3G21990;AT3G22000;AT3G22010;AT3G22020;AT3G22022;AT3G22030;AT3G22040;AT3G22050,False,False,,
Chr3,21492141,17,1,16,smallindel,"nonsnp,smallindel",bio15,7.314494361023867,1,0.0577300028367476,3_promoter,promoter,AT3G58050,AT3G58050,Uncharacterized protein,,+,True,AT3G58050,382,Chr3_9782,AT3G58050,False,False,,
Chr5,2623325,1,4,3,smallindel,"nonsnp,smallindel",bio15,7.313259132348231,1,0.0644243359565734,3_promoter,promoter,AT5G08150,SOB5,Protein SUPPRESSOR OF PHYTOCHROME B 5 (AtSOB5),,-,False,AT5G08150,605,Chr5_1500,AT5G08139;AT5G08141;AT5G08150;AT5G08160;AT5G08170,False,False,,
