blockdef,model,cls,target,fit,band,band_lo,band_hi,rmse
clq0.5 tile,kendall,smallindel,mean,deg7_clamp,0.50-0.90,10,68,0.3185511290387906
clq0.5 tile,kendall,smallindel,mean,deg7_clamp,0.90-0.99,68,319,0.6643152250050657
clq0.5 tile,kendall,smallindel,mean,deg7_clamp,0.99-1.00,319,947,1.064121016688233
clq0.5 tile,kendall,smallindel,mean,deg10_clamp,0.00-0.50,2,10,0.18991885774909406
clq0.5 tile,kendall,smallindel,mean,deg10_clamp,0.50-0.90,10,68,0.3190577754363907
clq0.5 tile,kendall,smallindel,mean,deg10_clamp,0.90-0.99,68,319,0.6912890534588488
clq0.5 tile,kendall,smallindel,mean,deg10_clamp,0.99-1.00,319,947,1.1077259759787377
clq0.5 tile,kendall,smallindel,mean,deg15_clamp,0.00-0.50,2,10,0.19017788541784708
clq0.5 tile,kendall,smallindel,mean,deg15_clamp,0.50-0.90,10,68,0.3217878800638577
clq0.5 tile,kendall,smallindel,mean,deg15_clamp,0.90-0.99,68,319,0.7313703481445877
clq0.5 tile,kendall,smallindel,mean,deg15_clamp,0.99-1.00,319,947,1.3766274101635239
clq0.5 tile,kendall,smallindel,mean,deg20_clamp,0.00-0.50,2,10,0.1907179487420339
clq0.5 tile,kendall,smallindel,mean,deg20_clamp,0.50-0.90,10,68,0.3225666647748883
clq0.5 tile,kendall,smallindel,mean,deg20_clamp,0.90-0.99,68,319,0.7345660423837639
clq0.5 tile,kendall,smallindel,mean,deg20_clamp,0.99-1.00,319,947,5.341064009082269
clq0.5 tile,kendall,smallindel,mean,deg2,0.00-0.50,2,10,0.20200207107272314
clq0.5 tile,kendall,smallindel,mean,deg2,0.50-0.90,10,68,0.3256827279221624
clq0.5 tile,kendall,smallindel,mean,deg2,0.90-0.99,68,319,0.6415422412633671
clq0.5 tile,kendall,smallindel,mean,deg2,0.99-1.00,319,947,0.8256056800259131
clq0.5 tile,kendall,smallindel,mean,deg7,0.00-0.50,2,10,0.1903551878495437
clq0.5 tile,kendall,smallindel,mean,deg7,0.50-0.90,10,68,0.3185511290387906
clq0.5 tile,kendall,smallindel,mean,deg7,0.90-0.99,68,319,0.6643152250050657
clq0.5 tile,kendall,smallindel,mean,deg7,0.99-1.00,319,947,2.28684603242755
clq0.5 tile,kendall,smallindel,mean,isotonic_auto,0.00-0.50,2,10,0.19143212454745143
clq0.5 tile,kendall,smallindel,mean,isotonic_auto,0.50-0.90,10,68,0.3211685383461571
clq0.5 tile,kendall,smallindel,mean,isotonic_auto,0.90-0.99,68,319,0.6356803105424669
clq0.5 tile,kendall,smallindel,mean,isotonic_auto,0.99-1.00,319,947,0.8082810270700008
clq0.5 tile,kendall,smallindel,mean,const,0.00-0.50,2,10,0.20864097964056505
clq0.5 tile,kendall,smallindel,mean,const,0.50-0.90,10,68,0.3261352999995966
clq0.5 tile,kendall,smallindel,mean,const,0.90-0.99,68,319,0.6289508242206738
clq0.5 tile,kendall,smallindel,mean,const,0.99-1.00,319,947,0.6659315246774471
clq0.5 tile,kendall,smallindel,mean,interp,0.00-0.50,2,10,0.28264136407893414
clq0.5 tile,kendall,smallindel,mean,interp,0.50-0.90,10,68,0.4601870600918666
clq0.5 tile,kendall,smallindel,mean,interp,0.90-0.99,68,319,0.9265480637854223
clq0.5 tile,kendall,smallindel,mean,interp,0.99-1.00,319,947,1.1851915903974235
clq0.5 tile,kendall,nonsnp,sd,deg2_clamp,0.00-0.50,2,10,0.21102611508788643
clq0.5 tile,kendall,nonsnp,sd,deg2_clamp,0.50-0.90,10,71,0.3285657981475024
clq0.5 tile,kendall,nonsnp,sd,deg2_clamp,0.90-0.99,71,333,0.7953184000318563
clq0.5 tile,kendall,nonsnp,sd,deg2_clamp,0.99-1.00,333,1009,1.7345562996372532
clq0.5 tile,kendall,nonsnp,sd,deg5_clamp,0.00-0.50,2,10,0.15733120372466253
clq0.5 tile,kendall,nonsnp,sd,deg5_clamp,0.50-0.90,10,71,0.2823214214017862
clq0.5 tile,kendall,nonsnp,sd,deg5_clamp,0.90-0.99,71,333,0.7322824472160291
clq0.5 tile,kendall,nonsnp,sd,deg5_clamp,0.99-1.00,333,1009,1.2583144199021365
clq0.5 tile,kendall,nonsnp,sd,deg7_clamp,0.00-0.50,2,10,0.15345525382685693
clq0.5 tile,kendall,nonsnp,sd,deg7_clamp,0.50-0.90,10,71,0.2782762915618518
clq0.5 tile,kendall,nonsnp,sd,deg7_clamp,0.90-0.99,71,333,0.7616958236704955
clq0.5 tile,kendall,nonsnp,sd,deg7_clamp,0.99-1.00,333,1009,1.2690452036023414
clq0.5 tile,kendall,nonsnp,sd,deg10_clamp,0.00-0.50,2,10,0.1527272827973683
clq0.5 tile,kendall,nonsnp,sd,deg10_clamp,0.50-0.90,10,71,0.27813159221697586
clq0.5 tile,kendall,nonsnp,sd,deg10_clamp,0.90-0.99,71,333,0.7859833694881531
clq0.5 tile,kendall,nonsnp,sd,deg10_clamp,0.99-1.00,333,1009,1.2100026051792085
clq0.5 tile,kendall,nonsnp,sd,deg15_clamp,0.00-0.50,2,10,0.15413324277244284
clq0.5 tile,kendall,nonsnp,sd,deg15_clamp,0.50-0.90,10,71,0.27936174624518245
clq0.5 tile,kendall,nonsnp,sd,deg15_clamp,0.90-0.99,71,333,0.811748333442452
clq0.5 tile,kendall,nonsnp,sd,deg15_clamp,0.99-1.00,333,1009,1.3719067204293427
clq0.5 tile,kendall,nonsnp,sd,deg20_clamp,0.00-0.50,2,10,0.15295840616727893
clq0.5 tile,kendall,nonsnp,sd,deg20_clamp,0.50-0.90,10,71,0.2795478862623081
clq0.5 tile,kendall,nonsnp,sd,deg20_clamp,0.90-0.99,71,333,0.8369660212844012
clq0.5 tile,kendall,nonsnp,sd,deg20_clamp,0.99-1.00,333,1009,5.637076485810423
clq0.5 tile,kendall,nonsnp,sd,deg2,0.00-0.50,2,10,0.21102611508788643
clq0.5 tile,kendall,nonsnp,sd,deg2,0.50-0.90,10,71,0.3285657981475024
clq0.5 tile,kendall,nonsnp,sd,deg2,0.90-0.99,71,333,0.7953184000318563
clq0.5 tile,kendall,nonsnp,sd,deg2,0.99-1.00,333,1009,1.8355769754737097
clq0.5 tile,kendall,nonsnp,sd,deg7,0.00-0.50,2,10,0.15345525382685693
clq0.5 tile,kendall,nonsnp,sd,deg7,0.50-0.90,10,71,0.2782762915618518
clq0.5 tile,kendall,nonsnp,sd,deg7,0.90-0.99,71,333,0.7616958236704955
clq0.5 tile,kendall,nonsnp,sd,deg7,0.99-1.00,333,1009,4.137342976363542
clq0.5 tile,kendall,nonsnp,sd,isotonic,0.00-0.50,2,10,0.1576391239952899
clq0.5 tile,kendall,nonsnp,sd,isotonic,0.50-0.90,10,71,0.2952785096323493
clq0.5 tile,kendall,nonsnp,sd,isotonic,0.90-0.99,71,333,0.7736717893481728
clq0.5 tile,kendall,nonsnp,sd,isotonic,0.99-1.00,333,1009,1.0953976138741965
clq0.5 tile,kendall,nonsnp,mean,deg2_clamp,0.00-0.50,2,10,0.1939204918440422
clq0.5 tile,kendall,nonsnp,mean,deg2_clamp,0.50-0.90,10,71,0.3371453519586932
clq0.5 tile,kendall,nonsnp,mean,deg2_clamp,0.90-0.99,71,333,0.6369228386346847
clq0.5 tile,kendall,nonsnp,mean,deg2_clamp,0.99-1.00,333,1009,0.9423327153100646
clq0.5 tile,kendall,nonsnp,mean,deg5_clamp,0.00-0.50,2,10,0.18770266117513315
clq0.5 tile,kendall,nonsnp,mean,deg5_clamp,0.50-0.90,10,71,0.32927636382215564
clq0.5 tile,kendall,nonsnp,mean,deg5_clamp,0.90-0.99,71,333,0.676852940550991
clq0.5 tile,kendall,nonsnp,mean,deg5_clamp,0.99-1.00,333,1009,1.0139232840768906
clq0.5 tile,kendall,nonsnp,mean,deg7_clamp,0.00-0.50,2,10,0.18693683496361757
clq0.5 tile,kendall,nonsnp,mean,deg7_clamp,0.50-0.90,10,71,0.326179960812255
clq0.5 tile,kendall,nonsnp,mean,deg7_clamp,0.90-0.99,71,333,0.6719621912102399
clq0.5 tile,kendall,nonsnp,mean,deg7_clamp,0.99-1.00,333,1009,1.0661554765414682
clq0.5 tile,kendall,nonsnp,mean,deg10_clamp,0.00-0.50,2,10,0.18719277324364963
clq0.5 tile,kendall,nonsnp,mean,deg10_clamp,0.50-0.90,10,71,0.3294939726486362
clq0.5 tile,kendall,nonsnp,mean,deg10_clamp,0.90-0.99,71,333,0.693889682046335
clq0.5 tile,kendall,nonsnp,mean,deg10_clamp,0.99-1.00,333,1009,1.1335987611141143
clq0.5 tile,kendall,nonsnp,mean,deg15_clamp,0.00-0.50,2,10,0.18831517645551538
clq0.5 tile,kendall,nonsnp,mean,deg15_clamp,0.50-0.90,10,71,0.33313627056693007
clq0.5 tile,kendall,nonsnp,mean,deg15_clamp,0.90-0.99,71,333,0.7415913189940444
clq0.5 tile,kendall,nonsnp,mean,deg15_clamp,0.99-1.00,333,1009,1.800355876758616
clq0.5 tile,kendall,nonsnp,mean,deg20_clamp,0.00-0.50,2,10,0.18748432135044588
clq0.5 tile,kendall,nonsnp,mean,deg20_clamp,0.50-0.90,10,71,0.3343748162344958
clq0.5 tile,kendall,nonsnp,mean,deg20_clamp,0.90-0.99,71,333,0.760568498970812
clq0.5 tile,kendall,nonsnp,mean,deg20_clamp,0.99-1.00,333,1009,8.04310501523182
clq0.5 tile,kendall,nonsnp,mean,deg2,0.00-0.50,2,10,0.1939204918440422
clq0.5 tile,kendall,nonsnp,mean,deg2,0.50-0.90,10,71,0.3371453519586932
clq0.5 tile,kendall,nonsnp,mean,deg2,0.90-0.99,71,333,0.6369228386346847
clq0.5 tile,kendall,nonsnp,mean,deg2,0.99-1.00,333,1009,0.9509229187550956
clq0.5 tile,kendall,nonsnp,mean,deg7,0.00-0.50,2,10,0.18693683496361757
clq0.5 tile,kendall,nonsnp,mean,deg7,0.50-0.90,10,71,0.326179960812255
clq0.5 tile,kendall,nonsnp,mean,deg7,0.90-0.99,71,333,0.6719621912102399
clq0.5 tile,kendall,nonsnp,mean,deg7,0.99-1.00,333,1009,1.8481846759114808
clq0.5 tile,kendall,nonsnp,mean,isotonic_auto,0.00-0.50,2,10,0.18803790349966415
clq0.5 tile,kendall,nonsnp,mean,isotonic_auto,0.50-0.90,10,71,0.3320859741115524
clq0.5 tile,kendall,nonsnp,mean,isotonic_auto,0.90-0.99,71,333,0.6430405812441231
clq0.5 tile,kendall,nonsnp,mean,isotonic_auto,0.99-1.00,333,1009,0.8969180078349709
clq0.5 tile,kendall,nonsnp,mean,const,0.00-0.50,2,10,0.199772062030413
clq0.5 tile,kendall,nonsnp,mean,const,0.50-0.90,10,71,0.33705370542302415
clq0.5 tile,kendall,nonsnp,mean,const,0.90-0.99,71,333,0.6380587987754535
clq0.5 tile,kendall,nonsnp,mean,const,0.99-1.00,333,1009,0.6080618424592459
clq0.5 tile,kendall,nonsnp,mean,interp,0.00-0.50,2,10,0.2705477941696349
clq0.5 tile,kendall,nonsnp,mean,interp,0.50-0.90,10,71,0.46236428754045916
clq0.5 tile,kendall,nonsnp,mean,interp,0.90-0.99,71,333,0.8933537099616524
clq0.5 tile,kendall,nonsnp,mean,interp,0.99-1.00,333,1009,1.1519979372455469
clq0.5 tile,lfmm,snp,sd,deg2_clamp,0.00-0.50,2,16,0.5032680356390935
clq0.5 tile,lfmm,snp,sd,deg2_clamp,0.50-0.90,16,147,0.7322251634556468
clq0.5 tile,lfmm,snp,sd,deg2_clamp,0.90-0.99,147,895,1.2979686776110144
clq0.5 tile,lfmm,snp,sd,deg2_clamp,0.99-1.00,895,4044,3.481541889156167
clq0.5 tile,lfmm,snp,sd,deg5_clamp,0.00-0.50,2,16,0.2665568355135366
clq0.5 tile,lfmm,snp,sd,deg5_clamp,0.50-0.90,16,147,0.48889067309048323
clq0.5 tile,lfmm,snp,sd,deg5_clamp,0.90-0.99,147,895,1.048856186800828
clq0.5 tile,lfmm,snp,sd,deg5_clamp,0.99-1.00,895,4044,2.069415793311677
clq0.5 tile,lfmm,snp,sd,deg7_clamp,0.00-0.50,2,16,0.2056438939675651
clq0.5 tile,lfmm,snp,sd,deg7_clamp,0.50-0.90,16,147,0.43117306153028145
clq0.5 tile,lfmm,snp,sd,deg7_clamp,0.90-0.99,147,895,1.049220996007719
clq0.5 tile,lfmm,snp,sd,deg7_clamp,0.99-1.00,895,4044,2.506601843689229
clq0.5 tile,lfmm,snp,sd,deg10_clamp,0.00-0.50,2,16,0.18798072489277035
clq0.5 tile,lfmm,snp,sd,deg10_clamp,0.50-0.90,16,147,0.4254170184962557
clq0.5 tile,lfmm,snp,sd,deg10_clamp,0.90-0.99,147,895,1.1178896496614923
clq0.5 tile,lfmm,snp,sd,deg10_clamp,0.99-1.00,895,4044,2.4145524065365827
clq0.5 tile,lfmm,snp,sd,deg15_clamp,0.00-0.50,2,16,0.18224838571496932
clq0.5 tile,lfmm,snp,sd,deg15_clamp,0.50-0.90,16,147,0.4227561065680846
clq0.5 tile,lfmm,snp,sd,deg15_clamp,0.90-0.99,147,895,1.158378357968849
clq0.5 tile,lfmm,snp,sd,deg15_clamp,0.99-1.00,895,4044,41.37856607137221
clq0.5 tile,lfmm,snp,sd,deg20_clamp,0.00-0.50,2,16,0.1825477413245306
clq0.5 tile,lfmm,snp,sd,deg20_clamp,0.50-0.90,16,147,0.423321437818747
clq0.5 tile,lfmm,snp,sd,deg20_clamp,0.90-0.99,147,895,1.1853686098660057
clq0.5 tile,lfmm,snp,sd,deg20_clamp,0.99-1.00,895,4044,733.907034639785
clq0.5 tile,lfmm,snp,sd,deg2,0.00-0.50,2,16,0.5032680356390935
clq0.5 tile,lfmm,snp,sd,deg2,0.50-0.90,16,147,0.7322251634556468
clq0.5 tile,lfmm,snp,sd,deg2,0.90-0.99,147,895,1.2979686776110144
clq0.5 tile,lfmm,snp,sd,deg2,0.99-1.00,895,4044,3.746193600287133
clq0.5 tile,lfmm,snp,sd,deg7,0.00-0.50,2,16,0.2056438939675651
clq0.5 tile,lfmm,snp,sd,deg7,0.50-0.90,16,147,0.43117306153028145
clq0.5 tile,lfmm,snp,sd,deg7,0.90-0.99,147,895,1.049220996007719
clq0.5 tile,lfmm,snp,sd,deg7,0.99-1.00,895,4044,26.176224358853194
clq0.5 tile,lfmm,snp,sd,isotonic,0.00-0.50,2,16,0.18600142637342365
clq0.5 tile,lfmm,snp,sd,isotonic,0.50-0.90,16,147,0.44988430298463433
clq0.5 tile,lfmm,snp,sd,isotonic,0.90-0.99,147,895,1.105079579723188
clq0.5 tile,lfmm,snp,sd,isotonic,0.99-1.00,895,4044,1.9486357874901246
clq0.5 tile,lfmm,snp,mean,deg2_clamp,0.00-0.50,2,16,0.23310196654483403
clq0.5 tile,lfmm,snp,mean,deg2_clamp,0.50-0.90,16,147,0.4702712516891919
clq0.5 tile,lfmm,snp,mean,deg2_clamp,0.90-0.99,147,895,1.03895895684651
clq0.5 tile,lfmm,snp,mean,deg2_clamp,0.99-1.00,895,4044,1.8568738350319376
clq0.5 tile,lfmm,snp,mean,deg5_clamp,0.00-0.50,2,16,0.23462000518150017
clq0.5 tile,lfmm,snp,mean,deg5_clamp,0.50-0.90,16,147,0.4735402886800933
clq0.5 tile,lfmm,snp,mean,deg5_clamp,0.90-0.99,147,895,1.0472667852083997
clq0.5 tile,lfmm,snp,mean,deg5_clamp,0.99-1.00,895,4044,2.1035174857437986
clq0.5 tile,lfmm,snp,mean,deg7_clamp,0.00-0.50,2,16,0.23115218692829947
clq0.5 tile,lfmm,snp,mean,deg7_clamp,0.50-0.90,16,147,0.4694909237616816
clq0.5 tile,lfmm,snp,mean,deg7_clamp,0.90-0.99,147,895,1.0646643511726461
clq0.5 tile,lfmm,snp,mean,deg7_clamp,0.99-1.00,895,4044,2.207219773155698
clq0.5 tile,lfmm,snp,mean,deg10_clamp,0.00-0.50,2,16,0.23199077414797808
clq0.5 tile,lfmm,snp,mean,deg10_clamp,0.50-0.90,16,147,0.46925045428889955
clq0.5 tile,lfmm,snp,mean,deg10_clamp,0.90-0.99,147,895,1.0857743272567415
clq0.5 tile,lfmm,snp,mean,deg10_clamp,0.99-1.00,895,4044,2.498509078266213
clq0.5 tile,lfmm,snp,mean,deg15_clamp,0.00-0.50,2,16,0.2316182928289996
clq0.5 tile,lfmm,snp,mean,deg15_clamp,0.50-0.90,16,147,0.47138376736448234
clq0.5 tile,lfmm,snp,mean,deg15_clamp,0.90-0.99,147,895,1.1396007458848436
clq0.5 tile,lfmm,snp,mean,deg15_clamp,0.99-1.00,895,4044,18.324938498286294
clq0.5 tile,lfmm,snp,mean,deg20_clamp,0.00-0.50,2,16,0.2317620211477482
clq0.5 tile,lfmm,snp,mean,deg20_clamp,0.50-0.90,16,147,0.4723373154614629
clq0.5 tile,lfmm,snp,mean,deg20_clamp,0.90-0.99,147,895,1.1550602931453622
clq0.5 tile,lfmm,snp,mean,deg20_clamp,0.99-1.00,895,4044,671.8060067465474
clq0.5 tile,lfmm,snp,mean,deg2,0.00-0.50,2,16,0.23310196654483403
clq0.5 tile,lfmm,snp,mean,deg2,0.50-0.90,16,147,0.4702712516891919
clq0.5 tile,lfmm,snp,mean,deg2,0.90-0.99,147,895,1.03895895684651
clq0.5 tile,lfmm,snp,mean,deg2,0.99-1.00,895,4044,1.866160940451905
clq0.5 tile,lfmm,snp,mean,deg7,0.00-0.50,2,16,0.23115218692829947
clq0.5 tile,lfmm,snp,mean,deg7,0.50-0.90,16,147,0.4694909237616816
clq0.5 tile,lfmm,snp,mean,deg7,0.90-0.99,147,895,1.0646643511726461
clq0.5 tile,lfmm,snp,mean,deg7,0.99-1.00,895,4044,13.226357568149064
clq0.5 tile,lfmm,snp,mean,isotonic_auto,0.00-0.50,2,16,0.23194712447114565
clq0.5 tile,lfmm,snp,mean,isotonic_auto,0.50-0.90,16,147,0.47004949339611635
clq0.5 tile,lfmm,snp,mean,isotonic_auto,0.90-0.99,147,895,1.068450259258387
clq0.5 tile,lfmm,snp,mean,isotonic_auto,0.99-1.00,895,4044,2.028967012632207
clq0.5 tile,lfmm,snp,mean,const,0.00-0.50,2,16,0.23473053327061666
clq0.5 tile,lfmm,snp,mean,const,0.50-0.90,16,147,0.46942079379799295
clq0.5 tile,lfmm,snp,mean,const,0.90-0.99,147,895,1.0201834628041317
clq0.5 tile,lfmm,snp,mean,const,0.99-1.00,895,4044,1.3659167435139898
clq0.5 tile,lfmm,snp,mean,interp,0.00-0.50,2,16,0.3141595187626547
clq0.5 tile,lfmm,snp,mean,interp,0.50-0.90,16,147,0.6751211566356352
clq0.5 tile,lfmm,snp,mean,interp,0.90-0.99,147,895,1.5492454780169318
clq0.5 tile,lfmm,snp,mean,interp,0.99-1.00,895,4044,2.5332197607618965
clq0.5 tile,lfmm,sv,sd,deg2_clamp,0.00-0.50,2,5,0.12243367609601016
clq0.5 tile,lfmm,sv,sd,deg2_clamp,0.50-0.90,5,13,0.13112901023850546
clq0.5 tile,lfmm,sv,sd,deg2_clamp,0.90-0.99,13,35,0.18785926338883047
clq0.5 tile,lfmm,sv,sd,deg2_clamp,0.99-1.00,35,72,0.23536292706753534
clq0.5 tile,lfmm,sv,sd,deg5_clamp,0.00-0.50,2,5,0.12599216319568993
clq0.5 tile,lfmm,sv,sd,deg5_clamp,0.50-0.90,5,13,0.13402613942264713
clq0.5 tile,lfmm,sv,sd,deg5_clamp,0.90-0.99,13,35,0.2012877230700003
clq0.5 tile,lfmm,sv,sd,deg5_clamp,0.99-1.00,35,72,0.26358251724751447
clq0.5 tile,lfmm,sv,sd,deg7_clamp,0.00-0.50,2,5,0.13157965643617459
clq0.5 tile,lfmm,sv,sd,deg7_clamp,0.50-0.90,5,13,0.1345999867498149
clq0.5 tile,lfmm,sv,sd,deg7_clamp,0.90-0.99,13,35,0.21795548190089545
clq0.5 tile,lfmm,sv,sd,deg7_clamp,0.99-1.00,35,72,0.22373240524978916
clq0.5 tile,lfmm,sv,sd,deg10_clamp,0.00-0.50,2,5,0.12891880893343982
clq0.5 tile,lfmm,sv,sd,deg10_clamp,0.50-0.90,5,13,0.13961347377368144
clq0.5 tile,lfmm,sv,sd,deg10_clamp,0.90-0.99,13,35,0.22837775909862423
clq0.5 tile,lfmm,sv,sd,deg10_clamp,0.99-1.00,35,72,0.36434916334482065
clq0.5 tile,lfmm,sv,sd,deg15_clamp,0.00-0.50,2,5,0.13163323371637772
clq0.5 tile,lfmm,sv,sd,deg15_clamp,0.50-0.90,5,13,0.14868991361430012
clq0.5 tile,lfmm,sv,sd,deg15_clamp,0.90-0.99,13,35,0.23442281589433017
clq0.5 tile,lfmm,sv,sd,deg15_clamp,0.99-1.00,35,72,12.297118969574955
clq0.5 tile,lfmm,sv,sd,deg20_clamp,0.00-0.50,2,5,0.13420699479899773
clq0.5 tile,lfmm,sv,sd,deg20_clamp,0.50-0.90,5,13,0.1550065607073459
clq0.5 tile,lfmm,sv,sd,deg20_clamp,0.90-0.99,13,35,0.24712937822822853
clq0.5 tile,lfmm,sv,sd,deg20_clamp,0.99-1.00,35,72,713.8309151622625
clq0.5 tile,lfmm,sv,sd,deg2,0.00-0.50,2,5,0.12243367609601016
clq0.5 tile,lfmm,sv,sd,deg2,0.50-0.90,5,13,0.13112901023850546
clq0.5 tile,lfmm,sv,sd,deg2,0.90-0.99,13,35,0.18785926338883047
clq0.5 tile,lfmm,sv,sd,deg2,0.99-1.00,35,72,0.30481908227957466
clq0.5 tile,lfmm,sv,sd,deg7,0.00-0.50,2,5,0.13157965643617459
clq0.5 tile,lfmm,sv,sd,deg7,0.50-0.90,5,13,0.1345999867498149
clq0.5 tile,lfmm,sv,sd,deg7,0.90-0.99,13,35,0.21795548190089545
clq0.5 tile,lfmm,sv,sd,deg7,0.99-1.00,35,72,10.204422639479287
clq0.5 tile,lfmm,sv,sd,isotonic,0.00-0.50,2,5,0.12611393545695765
clq0.5 tile,lfmm,sv,sd,isotonic,0.50-0.90,5,13,0.14291276662213823
clq0.5 tile,lfmm,sv,sd,isotonic,0.90-0.99,13,35,0.20696196311387385
clq0.5 tile,lfmm,sv,sd,isotonic,0.99-1.00,35,72,0.19636188542254174
clq0.5 tile,lfmm,sv,mean,deg2_clamp,0.00-0.50,2,5,0.14275583784904453
clq0.5 tile,lfmm,sv,mean,deg2_clamp,0.50-0.90,5,13,0.15565673326160637
clq0.5 tile,lfmm,sv,mean,deg2_clamp,0.90-0.99,13,35,0.24727085081543984
clq0.5 tile,lfmm,sv,mean,deg2_clamp,0.99-1.00,35,72,0.46850563140488993
clq0.5 tile,lfmm,sv,mean,deg5_clamp,0.00-0.50,2,5,0.1454944946630635
clq0.5 tile,lfmm,sv,mean,deg5_clamp,0.50-0.90,5,13,0.158502685011089
clq0.5 tile,lfmm,sv,mean,deg5_clamp,0.90-0.99,13,35,0.271685438783814
clq0.5 tile,lfmm,sv,mean,deg5_clamp,0.99-1.00,35,72,0.4433746637138727
clq0.5 tile,lfmm,sv,mean,deg7_clamp,0.00-0.50,2,5,0.1459629558759538
clq0.5 tile,lfmm,sv,mean,deg7_clamp,0.50-0.90,5,13,0.15892429209301662
clq0.5 tile,lfmm,sv,mean,deg7_clamp,0.90-0.99,13,35,0.2775804343503176
clq0.5 tile,lfmm,sv,mean,deg7_clamp,0.99-1.00,35,72,0.4120405995424761
clq0.5 tile,lfmm,sv,mean,deg10_clamp,0.00-0.50,2,5,0.14835652450007714
clq0.5 tile,lfmm,sv,mean,deg10_clamp,0.50-0.90,5,13,0.16397844671308098
clq0.5 tile,lfmm,sv,mean,deg10_clamp,0.90-0.99,13,35,0.2877378491320314
clq0.5 tile,lfmm,sv,mean,deg10_clamp,0.99-1.00,35,72,0.6709415839482401
clq0.5 tile,lfmm,sv,mean,deg15_clamp,0.00-0.50,2,5,0.15413168010399378
clq0.5 tile,lfmm,sv,mean,deg15_clamp,0.50-0.90,5,13,0.16991213112951356
clq0.5 tile,lfmm,sv,mean,deg15_clamp,0.90-0.99,13,35,0.2906485780254179
clq0.5 tile,lfmm,sv,mean,deg15_clamp,0.99-1.00,35,72,10.033066472327505
clq0.5 tile,lfmm,sv,mean,deg20_clamp,0.00-0.50,2,5,0.15401929385088042
clq0.5 tile,lfmm,sv,mean,deg20_clamp,0.50-0.90,5,13,0.1728066443266034
clq0.5 tile,lfmm,sv,mean,deg20_clamp,0.90-0.99,13,35,0.29648423210120994
clq0.5 tile,lfmm,sv,mean,deg20_clamp,0.99-1.00,35,72,342.01308833992795
clq0.5 tile,lfmm,sv,mean,deg2,0.00-0.50,2,5,0.14275583784904453
clq0.5 tile,lfmm,sv,mean,deg2,0.50-0.90,5,13,0.15565673326160637
clq0.5 tile,lfmm,sv,mean,deg2,0.90-0.99,13,35,0.24727085081543984
clq0.5 tile,lfmm,sv,mean,deg2,0.99-1.00,35,72,0.5172765371307423
clq0.5 tile,lfmm,sv,mean,deg7,0.00-0.50,2,5,0.1459629558759538
clq0.5 tile,lfmm,sv,mean,deg7,0.50-0.90,5,13,0.15892429209301662
clq0.5 tile,lfmm,sv,mean,deg7,0.90-0.99,13,35,0.2775804343503176
clq0.5 tile,lfmm,sv,mean,deg7,0.99-1.00,35,72,17.877615009284245
clq0.5 tile,lfmm,sv,mean,isotonic_auto,0.00-0.50,2,5,0.14696535482826292
clq0.5 tile,lfmm,sv,mean,isotonic_auto,0.50-0.90,5,13,0.1607433525529869
clq0.5 tile,lfmm,sv,mean,isotonic_auto,0.90-0.99,13,35,0.265228070376279
clq0.5 tile,lfmm,sv,mean,isotonic_auto,0.99-1.00,35,72,0.396191331782664
clq0.5 tile,lfmm,sv,mean,const,0.00-0.50,2,5,0.1472547598155241
clq0.5 tile,lfmm,sv,mean,const,0.50-0.90,5,13,0.16215900158993254
clq0.5 tile,lfmm,sv,mean,const,0.90-0.99,13,35,0.2460431481497798
clq0.5 tile,lfmm,sv,mean,const,0.99-1.00,35,72,0.277587465503365
clq0.5 tile,lfmm,sv,mean,interp,0.00-0.50,2,5,0.22002868354608696
clq0.5 tile,lfmm,sv,mean,interp,0.50-0.90,5,13,0.22638434316147085
clq0.5 tile,lfmm,sv,mean,interp,0.90-0.99,13,35,0.3135620487117251
clq0.5 tile,lfmm,sv,mean,interp,0.99-1.00,35,72,0.4159570753336442
clq0.5 tile,lfmm,smallindel,sd,deg2_clamp,0.00-0.50,2,10,0.224029671293487
clq0.5 tile,lfmm,smallindel,sd,deg2_clamp,0.50-0.90,10,68,0.3607888055787457
clq0.5 tile,lfmm,smallindel,sd,deg2_clamp,0.90-0.99,68,319,0.7283021608154818
clq0.5 tile,lfmm,smallindel,sd,deg2_clamp,0.99-1.00,319,947,1.4746605445304672
clq0.5 tile,lfmm,smallindel,sd,deg5_clamp,0.00-0.50,2,10,0.16646907130347618
clq0.5 tile,lfmm,smallindel,sd,deg5_clamp,0.50-0.90,10,68,0.3060896212543897
clq0.5 tile,lfmm,smallindel,sd,deg5_clamp,0.90-0.99,68,319,0.7092971491466219
clq0.5 tile,lfmm,smallindel,sd,deg5_clamp,0.99-1.00,319,947,1.509566623291166
clq0.5 tile,lfmm,smallindel,sd,deg7_clamp,0.00-0.50,2,10,0.1583012184240418
clq0.5 tile,lfmm,smallindel,sd,deg7_clamp,0.50-0.90,10,68,0.3040433888142626
clq0.5 tile,lfmm,smallindel,sd,deg7_clamp,0.90-0.99,68,319,0.7197929347442581
clq0.5 tile,lfmm,smallindel,sd,deg7_clamp,0.99-1.00,319,947,1.5458817970992103
clq0.5 tile,lfmm,smallindel,sd,deg10_clamp,0.00-0.50,2,10,0.1580257448018189
clq0.5 tile,lfmm,smallindel,sd,deg10_clamp,0.50-0.90,10,68,0.30595453919689053
