chrom,pos,ref_len,alt_len,size,vclass,sig_classes,best_axis,best_nlp,n_axes,MAF,tier,region,gene,symbol,protein_name,categories,strand,te_overlap,nearest_gene,dist_to_gene,block,block_span_genes,block_gene_mismatch,snp_cosig_2kb,snp_cosig_dist,snp_cosig_axes
Chr1,4305681,1,2,1,smallindel,"nonsnp,smallindel",bio8,8.354338733162301,1,0.2328228733756325,2_UTR,5'UTR,AT1G12640,LPCAT1,Lysophospholipid acyltransferase 1 (AtLPLAT1) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase 1) (LPCAT1) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lysophosphatidylglycerol acyltransferase) (LPGAT) (Lysophosphatidylserine acyltransferase) (LPSAT),temperature,-,False,AT1G12640,0,Chr1_2132,AT1G12640;AT1G12650,False,False,,
Chr5,23060935,1,14,13,smallindel,"nonsnp,smallindel",bio15,8.330813282911445,1,0.0817969333041798,2_UTR,3'UTR,AT5G56990,MHM17.11,"Proteinase inhibitor I25, cystatin, motif protein",,-,False,AT5G56990,0,Chr5_11910,AT5G56990,False,False,,
Chr5,10941242,4,4,0,snp,"nonsnp,smallindel",bio15,8.261477717051878,1,0.2673228870738636,2_UTR,3'UTR,AT5G28919,AT5G28919,Uncharacterized protein,,+,False,AT5G28919,0,Chr5_5527,AT5G28919;AT5G28920;AT5G28931,False,True,7.0,bio15
Chr5,16472707,1,2,1,smallindel,"nonsnp,smallindel",bio1,8.24508896320715,1,0.1789699576117775,2_UTR,3'UTR,AT5G41140,MEE6.21,Myosin heavy chain-related protein,,+,False,AT5G41140,0,Chr5_7294,AT5G41140;AT5G41150;AT5G41160;AT5G41170,False,False,,
Chr1,19658718,1,2,1,smallindel,"nonsnp,smallindel",bio1,8.221552680026052,2,0.2898160761052912,2_UTR,5'UTR,AT1G52780,AT1G52780,RING-type E3 ubiquitin transferase (EC 2.3.2.27),,+,False,AT1G52780,0,Chr1_8966,AT1G52780,False,False,,
Chr3,22408356,2,2,0,snp,"nonsnp,smallindel",bio10,8.213419056452317,1,0.4970808029174804,2_UTR,3'UTR,AT3G60620,CDS5,"Phosphatidate cytidylyltransferase 5, chloroplastic (EC 2.7.7.41) (CDP-DAG synthase 5) (CDP-DG synthase 5) (CDP-diacylglycerol synthase 5) (CDS 5) (CDP-diglyceride pyrophosphorylase 5) (CDP-diglyceride synthase 5) (CTP:phosphatidate cytidylyltransferase 5)",,+,False,AT3G60620,0,Chr3_10206,AT3G60620,False,False,,
Chr2,14263743,1,2,1,smallindel,"nonsnp,smallindel",bio15,8.17272857896838,1,0.0875797434286637,2_UTR,5'UTR,AT2G33720,AT2G33720,B3 domain-containing protein At2g33720,,+,False,AT2G33720,0,Chr2_5823,,False,True,306.0,bio15
Chr1,16484347,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.16908467365619,1,0.0598127408461137,2_UTR,5'UTR,AT1G43700,VIP1,Transcription factor VIP1 (Protein SULPHATE UTILIZATION EFFICIENCY 3) (VirE2-interacting protein 1) (AtVIP1) (bZIP transcription factor 51) (AtbZIP51) (bZIP protein 51),"water,defense",+,False,AT1G43700,0,Chr1_7353,AT1G43700;AT1G43710,False,False,,
Chr4,8002075,2,2,0,snp,"nonsnp,smallindel",bio15,8.166684157982708,1,0.1431861465627497,2_UTR,3'UTR,AT4G13800,AT4G13800,Probable magnesium transporter NIPA2,,-,False,AT4G13800,0,Chr4_3553,AT4G13800,False,True,15.0,"bio15,bio17,pc1"
Chr1,16125838,7,1,6,smallindel,"nonsnp,smallindel",bio15,8.135266741414766,1,0.0573450760407881,2_UTR,5'UTR,AT1G42960,AT1G42960,Inner membrane localized protein,,+,False,AT1G42960,0,Chr1_7259,AT1G42960;AT1G42970,False,True,66.0,bio15
Chr1,1963456,1,4,3,smallindel,"nonsnp,smallindel",bio15,8.052810884430627,1,0.0746973807161504,2_UTR,3'UTR,AT1G06440,AT1G06440,Ubiquitin carboxyl-terminal hydrolase family protein,,-,False,AT1G06440,0,Chr1_1015,AT1G06430,True,False,,
Chr5,26833305,2,1,1,smallindel,"nonsnp,smallindel",bio15,8.022982640736615,2,0.0963614853945645,2_UTR,5'UTR,AT5G67250,SKIP2,F-box protein SKIP2 (SKP1-interacting partner 2),,-,False,AT5G67250,0,Chr5_13992,AT5G67245;AT5G67250,False,False,,
Chr4,9340695,6,1,5,smallindel,"nonsnp,smallindel",bio3,7.998649758506648,1,0.0565347563136707,2_UTR,3'UTR,AT4G16570,PRMT16,Protein arginine N-methyltransferase 1.6 (AtPRMT16) (AtPRMT7) (EC 2.1.1.-),,+,False,AT4G16570,0,Chr4_4412,AT4G16570;AT4G16580,False,False,,
Chr1,19161504,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.994601000161407,1,0.096623420715332,2_UTR,5'UTR,AT1G51680,4CL1,4-coumarate--CoA ligase 1 (4CL 1) (EC 6.2.1.12) ((E)-ferulate--CoA ligase) (EC 6.2.1.34) (4-coumarate--CoA ligase isoform 1) (At4CL1) (4-coumaroyl-CoA synthase 1),"light,oxidative,defense",-,False,AT1G51680,0,Chr1_8668,AT1G51680,False,False,,
Chr5,9207553,1,237,236,sv,"nonsnp,sv",bio15,7.928252641627218,4,0.086231535131281,2_UTR,3'UTR,AT5G26270,AT5G26270,Transmembrane protein,,+,False,AT5G26270,0,Chr5_4928,AT5G26270,False,False,,
Chr1,3369042,1,4,3,smallindel,"nonsnp,smallindel",bio3,7.876517302605988,2,0.3241608793085272,2_UTR,5'UTR,AT1G10280,AT1G10280,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",temperature,-,False,AT1G10280,0,Chr1_1608,AT1G10100;AT1G10110;AT1G10120;AT1G10130;AT1G10140;AT1G10150;AT1G10155;AT1G10170;AT1G10180;AT1G10190;AT1G10200;AT1G10210;AT1G10220;AT1G10230;AT1G10240;AT1G10250;AT1G10270;AT1G10280;AT1G10290;AT1G10300;AT1G10310;AT1G10320;AT1G10330;AT1G10340;AT1G10350;AT1G10360,False,True,321.0,bio3
Chr5,17672704,3,1,2,smallindel,"nonsnp,smallindel",bio10,7.856288011041299,1,0.068634726784446,2_UTR,5'UTR,AT5G43920,WDS,WD repeat-containing protein WDS homolog (Protein will die slowly homolog),,+,True,AT5G43920,0,Chr5_8427,AT5G43920,False,False,,
Chr3,23418561,7,1,6,smallindel,"nonsnp,smallindel",bio1,7.835826623776784,1,0.0626158280806108,2_UTR,3'UTR,AT3G63420,GG1,Guanine nucleotide-binding protein subunit gamma 1 (Ggamma-subunit 1) (Heterotrimeric G protein gamma-subunit 1) (AtAGG1),"water,defense",+,False,AT3G63420,0,Chr3_10671,AT3G63400;AT3G63410;AT3G63420,False,True,123.0,bio1
Chr5,22757888,2,1,1,smallindel,"nonsnp,smallindel",bio8,7.824983662363534,1,0.2760405106977983,2_UTR,3'UTR,AT5G56220,AT5G56220,P-loop containing nucleoside triphosphate hydrolases superfamily protein,,+,False,AT5G56220,0,Chr5_11729,AT5G56210;AT5G56220,False,True,885.0,"bio10,bio8"
Chr4,12157612,3,3,0,snp,"nonsnp,smallindel",bio11,7.817337386132787,2,0.2857422178441828,2_UTR,3'UTR,AT4G23230,CRK15,Cysteine-rich receptor-like protein kinase 15 (Cysteine-rich RLK15) (EC 2.7.11.-),"oxidative,defense",-,False,AT4G23230,0,Chr4_6307,AT4G23210;AT4G23220;AT4G23230;AT4G23240,False,True,962.0,"bio1,bio11"
Chr2,18720626,2,1,1,smallindel,"nonsnp,smallindel",bio1,7.719594032960336,1,0.0670917467637495,2_UTR,3'UTR,AT2G45420,LBD18,LOB domain-containing protein 18 (ASYMMETRIC LEAVES 2-like protein 20) (AS2-like protein 20),,+,False,AT2G45420,0,Chr2_8047,AT2G45420,False,False,,
Chr2,14639459,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.691111140513695,1,0.0725955150344155,2_UTR,3'UTR,AT2G34710,ATHB-14,Homeobox-leucine zipper protein ATHB-14 (HD-ZIP protein ATHB-14) (Homeodomain transcription factor ATHB-14) (Protein PHABULOSA),"water,defense",-,False,AT2G34710,0,Chr2_5965,AT2G34710,False,False,,
Chr3,5358540,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.676788463172187,1,0.2057169133966619,2_UTR,5'UTR,AT3G15840,PIFI,"Protein POST-ILLUMINATION CHLOROPHYLL FLUORESCENCE INCREASE, chloroplastic",temperature,-,False,AT3G15840,0,Chr3_2576,AT3G15840,False,False,,
Chr5,23231118,1,2,1,smallindel,"nonsnp,smallindel",bio3,7.676278514221891,1,0.4610935124483975,2_UTR,3'UTR,AT5G57350,AHA3,"ATPase 3, plasma membrane-type (EC 7.1.2.1) (Proton pump 3)",,-,False,AT5G57350,0,Chr5_12015,AT5G57340;AT5G57345;AT5G57350;AT5G57360;AT5G57370;AT5G57380;AT5G57390;AT5G57391;AT5G57400;AT5G57410;AT5G57420;AT5G57440;AT5G57450;AT5G57460;AT5G57480;AT5G57490;AT5G57500,False,False,,
Chr3,9526131,10,1,9,smallindel,"nonsnp,smallindel",bio15,7.657776401459338,1,0.3425494974309748,2_UTR,3'UTR,AT3G26060,PRXQ,"Peroxiredoxin Q, chloroplastic (EC 1.11.1.24) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin Q)",oxidative,+,False,AT3G26060,0,Chr3_5029,AT3G26060;AT3G26070,False,True,167.0,bio15
Chr3,7638715,1,5,4,smallindel,"nonsnp,smallindel",bio15,7.643377988755036,1,0.0651791366663846,2_UTR,5'UTR,AT3G21690,DTX40,Protein DETOXIFICATION 40 (AtDTX40) (Multidrug and toxic compound extrusion protein 40) (MATE protein 40),,+,False,AT3G21690,0,Chr3_3728,AT3G21690,False,False,,
Chr1,29952635,9,1,8,smallindel,"nonsnp,smallindel",bio15,7.632594898918333,1,0.0584455836902965,2_UTR,5'UTR,AT1G79600,ABC1K3,"Protein ACTIVITY OF BC1 COMPLEX KINASE 3, chloroplastic (ABC1-LIKE KINASE 3) (EC 2.7.-.-) (EC 2.7.11.1) (Protein REPRESSOR OF BDR1)","temperature,water,light,oxidative",-,False,AT1G79600,0,Chr1_15617,AT1G79580;AT1G79590;AT1G79600;AT1G79610;AT1G79620;AT1G79630;AT1G79640;AT1G79650;AT1G79660;AT1G79670;AT1G79680,False,False,,
Chr1,30260650,3,1,2,smallindel,"nonsnp,smallindel",bio10,7.514405727176025,1,0.0745644569396972,2_UTR,5'UTR,AT1G80480,PTAC17,At1g80480,,-,False,AT1G80480,0,Chr1_15728,AT1G80470;AT1G80480;AT1G80490,False,True,34.0,bio10
Chr5,26555762,26,1,25,smallindel,"nonsnp,smallindel",bio4,7.495382473619814,1,0.0925873301245949,2_UTR,5'UTR,AT5G66530,AT5G66530,glucose-6-phosphate 1-epimerase (EC 5.1.3.15),,-,False,AT5G66530,0,Chr5_13791,AT5G66530;AT5G66535,False,False,,
Chr5,22929643,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.493805202460145,1,0.0536719452251087,2_UTR,5'UTR,AT5G56640,MIOX5,Inositol oxygenase 5 (EC 1.13.99.1) (Myo-inositol oxygenase 5) (AtMIOX5) (MI oxygenase 5),temperature,-,False,AT5G56640,0,Chr5_11839,AT5G56640;AT5G56650;AT5G56660,False,False,,
Chr3,16011753,1,3,2,smallindel,"nonsnp,smallindel",bio10,7.490771913963207,1,0.1112673065879128,2_UTR,3'UTR,AT3G44340,SEC24B,Protein transport protein SEC24 B (Lst1-homolog protein A) (AtLst1A) (Protein of the clone eighty-four),"oxidative,defense",-,False,AT3G44340,0,Chr3_6621,AT3G44330;AT3G44340,False,False,,
Chr3,10366535,2,1,1,smallindel,"nonsnp,smallindel",bio17,7.455083903656916,1,0.2132790955630215,2_UTR,3'UTR,AT3G27925,DEGP1,"Protease Do-like 1, chloroplastic (EC 3.4.21.-) (Protein DEGRADATION OF PERIPLASMIC PROTEINS 1) (DEGP PROTEASE 1)","temperature,defense",-,False,AT3G27925,0,Chr3_5559,AT3G27925;AT3G27930,False,False,,
Chr5,4986174,1,5,4,smallindel,"nonsnp,smallindel",bio15,7.452742737452866,1,0.1164541027762673,2_UTR,5'UTR,AT5G15350,ENODL17,Early nodulin-like protein 17 (AtENODL17) (Lamin-like protein ENODL17) (Phytocyanin-like protein ENODL17),,-,False,AT5G15350,0,Chr5_2414,AT5G15350,False,False,,
Chr3,2019662,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.452257461381255,1,0.130303372036327,2_UTR,3'UTR,AT3G06510,SFR2,"Galactolipid galactosyltransferase SFR2, chloroplastic (EC 2.4.1.184) (Galactolipid:galactolipid galactosyltransferase) (GGGT) (Protein SENSITIVE TO FREEZING 2) (AtSFR2)",temperature,+,False,AT3G06510,0,Chr3_1079,AT3G06510;AT3G06520;AT3G06530;AT3G06540;AT3G06545;AT3G06550,False,True,1476.0,bio15
Chr1,22788322,2,2,0,snp,"nonsnp,smallindel",bio3,7.447389050250506,1,0.0880964669314297,2_UTR,3'UTR,AT1G61700,NRPB10L,"DNA-directed RNA polymerase subunit 10-like protein (ABC10) (DNA-directed RNA polymerase III subunit L) (DNA-directed RNA polymerases I, II, and III subunit RPABC5) (RNA polymerases I, II, and III subunit ABC5) (RPB10 homolog)",,+,False,AT1G61700,0,Chr1_10782,AT1G61700;AT1G61710,False,False,,
Chr5,3541060,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.444246730573994,1,0.08697340705178,2_UTR,3'UTR,AT5G11110,SPS2,Probable sucrose-phosphate synthase 2 (EC 2.4.1.14) (Protein KAONASHI 2) (Sucrose-phosphate synthase 2F) (AtSPS2F) (Sucrose-phosphate synthase 5.2) (AtSPS5.2) (UDP-glucose-fructose-phosphate glucosyltransferase),light,+,False,AT5G11110,0,Chr5_1816,AT5G11110,False,False,,
Chr5,8073311,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.425713025876115,1,0.0884974219582297,2_UTR,3'UTR,AT5G23920,AT5G23920,At5g23920,,-,False,AT5G23920,0,Chr5_4177,AT5G23910;AT5G23920,False,False,,
Chr5,20967062,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.414176570179072,1,0.0565481023354963,2_UTR,5'UTR,AT5G51620,AT5G51620,MPN domain-containing protein,,+,True,AT5G51620,0,Chr5_10615,AT5G51610;AT5G51620;AT5G51630;AT5G51640,False,False,,
Chr4,7653910,1,3,2,smallindel,"nonsnp,smallindel",bio15,7.38100971589594,1,0.1481981819326227,2_UTR,5'UTR,AT4G13160,AT4G13160,At4g13160,,+,False,AT4G13160,0,Chr4_3265,AT4G13130;AT4G13150;AT4G13160;AT4G13170,False,False,,
Chr5,17965664,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.37396438171916,1,0.0997188633138483,2_UTR,3'UTR,AT5G44570,PROSCOOP5,Serine rich endogenous peptide 5 (AtSCOOP5) (Phytocytokine SCOOP5) (Precursor of serine rich endogenous peptide phytocytokine 5),"temperature,oxidative,defense",+,False,AT5G44570,0,Chr5_8662,AT5G44568;AT5G44569;AT5G44570;AT5G44572,False,False,,
Chr4,8271082,9,1,8,smallindel,"nonsnp,smallindel",bio15,7.335246922688466,1,0.1158317110755226,2_UTR,5'UTR,AT4G14360,AT4G14360,Probable methyltransferase PMT3 (EC 2.1.1.-),,-,False,AT4G14360,0,Chr4_3740,AT4G14360;AT4G14365,False,False,,
Chr2,12909608,1,2,1,smallindel,"nonsnp,smallindel",bio15,7.332874246989427,1,0.0521278489719737,2_UTR,3'UTR,AT2G30280,RDM4,RNA-directed DNA methylation 4 (Protein DEFECTIVE IN MERISTEM SILENCING 4),defense,-,False,AT2G30280,0,Chr2_5180,AT2G30280,False,False,,
Chr1,5984102,4,1,3,smallindel,"nonsnp,smallindel",bio10,7.321754027529745,1,0.253172679380937,2_UTR,3'UTR,AT1G17440,TAF12B,Transcription initiation factor TFIID subunit 12b (Protein CYTOKININ-HYPERSENSITIVE 1) (Protein ENHANCED ETHYLENE RESPONSE 4) (TBP-associated factor 12b) (AtTAF12b),defense,-,False,AT1G17440,0,Chr1_3063,AT1G17430;AT1G17440,False,False,,
Chr3,18957956,3,1,2,smallindel,"nonsnp,smallindel",bio1,7.32116305656774,1,0.1994954672726717,2_UTR,3'UTR,AT3G51050,NERD1,FG-GAP repeat-containing protein,,+,False,AT3G51050,0,Chr3_8443,AT3G51030;AT3G51040;AT3G51050,False,False,,
Chr2,6973649,1,9,8,smallindel,"nonsnp,smallindel",bio15,7.319334853179271,1,0.0851300792260603,2_UTR,5'UTR,AT2G16018,AT2G16018,Uncharacterized protein,,-,False,AT2G16018,0,Chr2_1978,AT2G15970;AT2G15980;AT2G16005;AT2G16015;AT2G16016;AT2G16018;AT2G16019;AT2G16020;AT2G16030;AT2G16040,False,False,,
Chr5,23170794,2,1,1,smallindel,"nonsnp,smallindel",bio1,7.315556574275372,1,0.1745854074304754,2_UTR,3'UTR,AT5G57180,CIA2,Protein CHLOROPLAST IMPORT APPARATUS 2,,+,False,AT5G57180,0,Chr5_11968,AT5G57180;AT5G57181;AT5G57190,False,False,,
Chr3,829886,1,7,6,smallindel,"nonsnp,smallindel",bio10,7.3145892614504895,1,0.4390780275518244,2_UTR,5'UTR,AT3G03480,CHAT,(Z)-3-hexen-1-ol acetyltransferase (EC 2.3.1.195),,-,False,AT3G03480,0,Chr3_441,AT3G03480;AT3G03490,False,False,,
Chr4,7669175,1,3,2,smallindel,"nonsnp,smallindel",bio8,7.314575884586239,1,0.2379706772890958,2_UTR,5'UTR,AT4G13200,AT4G13200,"Uncharacterized protein At4g13200, chloroplastic",,-,False,AT4G13200,0,Chr4_3283,AT4G13200;AT4G13210,False,False,,
Chr3,5058186,1,2,1,smallindel,"nonsnp,smallindel",bio8,7.238575025249995,1,0.1109504482962868,2_UTR,3'UTR,AT3G15020,mMDH2,"Malate dehydrogenase 2, mitochondrial (EC 1.1.1.37) (Mitochondrial MDH2) (mMDH2) (Mitochondrial NAD-dependent malate dehydrogenase 2) (mNAD-MDH 2) (mtNAD-MDH2)",,+,False,AT3G15020,0,Chr3_2408,AT3G15020;AT3G15030,False,False,,
Chr5,6113038,1,2,1,smallindel,"nonsnp,smallindel",bio8,7.205641777681099,1,0.2061116912148215,2_UTR,5'UTR,AT5G18440,NUFIP,Uncharacterized protein,defense,+,False,AT5G18440,0,Chr5_3035,AT5G18430;AT5G18440;AT5G18450;AT5G18460;AT5G18470;AT5G18475,False,False,,
Chr4,16226102,3,1,2,smallindel,"nonsnp,smallindel",bio15,7.186133875325554,1,0.149903655052185,2_UTR,5'UTR,AT4G33840,AT4G33840,Glycosyl hydrolase family 10 protein,,-,False,AT4G33840,0,Chr4_8013,AT4G33840,False,False,,
Chr1,22932926,3,1,2,smallindel,"nonsnp,smallindel",bio8,7.172059392339384,1,0.3041100935502485,2_UTR,5'UTR,AT1G62040,ATG8C,Autophagy-related protein 8c (Autophagy-related ubiquitin-like modifier ATG8c) (AtAPG8c) (Protein autophagy 8c),,+,False,AT1G62040,0,Chr1_10962,AT1G62040,False,False,,
Chr2,7819005,2,1,1,smallindel,"nonsnp,smallindel",bio15,7.167739273733183,1,0.0925600528717041,2_UTR,3'UTR,AT2G17970,ALKBH9B,RNA demethylase ALKBH9B (AtALKBH9B) (EC 1.14.11.53) (Alkylated DNA repair protein alkB homolog 9B) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 9B),defense,-,False,AT2G17970,0,Chr2_2436,AT2G17970,False,False,,
Chr2,1574788,2,1,1,smallindel,"nonsnp,smallindel",bio10,7.162554410120313,1,0.1854789690537886,2_UTR,3'UTR,AT2G04520,AT2G04520,Putative translation initiation factor eIF-1A,,-,False,AT2G04520,0,Chr2_917,AT2G04515;AT2G04520,False,False,,
Chr5,22840707,801,1,800,sv,sv,pc1,7.008530279204882,1,0.051119408824227,2_UTR,5'UTR,AT5G56380,AT5G56380,FBD-associated F-box protein At5g56380,,-,True,AT5G56380,0,Chr5_11773,AT5G56369;AT5G56370;AT5G56380;AT5G56390,False,False,,
Chr4,6321638,352,1,351,sv,sv,bio6,6.93825148795888,1,0.0725438649004155,2_UTR,5'UTR,AT4G10130,AT4G10130,DNAJ heat shock N-terminal domain-containing protein,temperature,-,False,AT4G10130,0,Chr4_2251,AT4G10130;AT4G10140,False,False,,
Chr3,10468742,1623,309,1314,sv,sv,bio1,6.386749492010334,2,0.0593074451793323,2_UTR,3'UTR,AT3G28130,UMAMIT44,WAT1-related protein At3g28130,,+,True,AT3G28130,0,Chr3_5639,AT3G28130;AT3G28140,False,False,,
Chr1,20079101,4,803,799,sv,sv,bio15,6.087006907550953,1,0.0889086452397433,2_UTR,3'UTR,AT1G53790,AT1G53790,F-box protein At1g53790,,-,False,AT1G53790,0,Chr1_9239,AT1G53785;AT1G53790,False,True,1879.0,bio15
Chr4,1114940,2262,282,1980,sv,sv,bio3,5.925024457826127,1,0.0501555854623968,2_UTR,5'UTR,AT4G02540,AT4G02540,Cysteine/Histidine-rich C1 domain family protein,,+,False,AT4G02540,0,Chr4_852,AT4G02540;AT4G02541;AT4G02550,False,False,,
Chr3,10220233,132,3,129,sv,sv,bio10,5.821986896947141,1,0.3863938504999334,2_UTR,5'UTR,AT3G27590,AT3G27590,Reverse transcriptase family protein,,+,False,AT3G27590,0,Chr3_5487,AT3G27580;AT3G27590,False,False,,
Chr4,10841370,11,1,10,smallindel,"nonsnp,smallindel",bio15,13.376618321913933,1,0.115772008895874,3_promoter,promoter,AT4G20006,,,,-,False,AT4G20006,274,Chr4_5530,AT4G20006;AT4G20010;AT4G20020;AT4G20030,False,True,12.0,bio15
Chr3,8718434,1,2,1,smallindel,"nonsnp,smallindel",bio15,13.22357611639776,1,0.0662047212774103,3_promoter,promoter,AT3G24140,FAMA,Transcription factor FAMA (Basic helix-loop-helix protein 97) (AtbHLH97) (bHLH 97) (Transcription factor EN 14) (bHLH transcription factor bHLH097),water,-,False,AT3G24140,223,Chr3_4363,AT3G24140,False,False,,
Chr4,11924505,2,2,0,snp,"nonsnp,smallindel",bio15,12.798052410393268,1,0.054493947462602,3_promoter,promoter,AT4G22680,MYB85,Myb domain protein 85,,-,False,AT4G22680,289,Chr4_6163,AT4G22680,False,True,4.0,bio15
Chr5,22801826,1,20,19,smallindel,"nonsnp,smallindel",bio15,12.528040327662517,1,0.1325594295154918,3_promoter,promoter,AT5G56310,PCMP-E13,Pentatricopeptide repeat-containing protein At5g56310,,+,False,AT5G56300,134,Chr5_11748,AT5G56300;AT5G56310,False,False,,
Chr3,6495451,1,34,33,smallindel,"nonsnp,smallindel",bio15,12.301912005250738,1,0.0945656624707308,3_promoter,promoter,AT3G18840,PCMP-E92,Putative pentatricopeptide repeat-containing protein At3g18840,,+,False,AT3G18840,747,Chr3_3171,,False,False,,
Chr2,1530333,2,1,1,smallindel,"nonsnp,smallindel",bio15,12.246806630162858,3,0.1572121706875887,3_promoter,promoter,AT2G04395,POT1C,Protection of telomeres protein 1c (AtPOT1c) (Protection of telomeres protein 3),,-,True,AT2G04395,379,Chr2_896,AT2G04395;AT2G04400,False,False,,
Chr2,7422128,1,2,1,smallindel,"nonsnp,smallindel",bio15,11.748951751863862,1,0.0571835853836753,3_promoter,promoter,AT2G17060,AT2G17060,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6),"oxidative,defense",+,False,AT2G17060,283,Chr2_2211,AT2G17055;AT2G17060,False,False,,
Chr1,22978065,1,2,1,smallindel,"nonsnp,smallindel",bio10,11.607013351055976,3,0.0610659014094959,3_promoter,promoter,AT1G62180,APR2,"5'-adenylylsulfate reductase 2, chloroplastic (EC 1.8.4.9) (3'-phosphoadenosine-5'-phosphosulfate reductase homolog 43) (PAPS reductase homolog 43) (Prh-43) (Adenosine 5'-phosphosulfate 5'-adenylylsulfate sulfotransferase 2) (APS sulfotransferase 2) (Thioredoxin-independent APS reductase 2)",,-,False,AT1G62181,252,Chr1_10997,,False,False,,
Chr1,25663054,1,2,1,smallindel,"nonsnp,smallindel",bio15,11.513052555222014,1,0.052636368708177,3_promoter,promoter,AT1G68450,VQ8,"VQ motif-containing protein 8, chloroplastic (AtVQ8)",,-,False,AT1G68450,815,Chr1_13141,,False,True,6.0,bio15
Chr1,4713405,1,2,1,smallindel,"nonsnp,smallindel",bio15,11.488291799877318,1,0.2392690831964666,3_promoter,promoter,AT1G13740,AFP2,Ninja-family protein AFP2 (ABI five-binding protein 2) (ABI5-binding protein 2),water,+,False,AT1G13740,269,Chr1_2382,AT1G13730;AT1G13740;AT1G13750,False,True,15.0,bio15
Chr5,15341296,1,5,4,smallindel,"nonsnp,smallindel",bio15,11.368862655534478,1,0.0815962282094088,3_promoter,promoter,AT5G38370,,,,-,True,AT5G38370,601,Chr5_6596,AT5G38378;AT5G38380,True,True,19.0,bio15
Chr5,6584646,2,1,1,smallindel,"nonsnp,smallindel",bio15,10.978122208742068,1,0.0569331537593494,3_promoter,promoter,AT5G19520,MSL9,Mechanosensitive ion channel protein 9 (Mechanosensitive channel of small conductance-like 9) (MscS-Like protein 9) (AtMSL9),,+,False,AT5G19520,774,Chr5_3232,AT5G19520,False,True,196.0,bio15
Chr4,6984627,1,18,17,smallindel,smallindel,bio6,10.96052714236219,3,0.1011103716763583,3_promoter,promoter,AT4G11510,RALFL28,Protein RALF-like 28,calcium,-,False,AT4G11510,319,Chr4_2725,AT4G11490;AT4G11510;AT4G11521;AT4G11530,False,True,37.0,"bio1,bio11,bio6,pc1"
Chr4,6978538,1,124,123,sv,"nonsnp,sv",bio6,10.945028879102177,6,0.1011103716763583,3_promoter,promoter,AT4G11490,CRK33,Putative cysteine-rich receptor-like protein kinase 33 (Cysteine-rich RLK33) (EC 2.7.11.-),defense,+,False,AT4G11490,310,Chr4_2720,AT4G11490,False,False,,
Chr4,7003757,1,5,4,smallindel,"nonsnp,smallindel",bio6,10.907961929543978,4,0.101968223398382,3_promoter,promoter,AT4G11560,AIPP3,ASI1-immunoprecipitated protein 3 (Bromo-adjacent homology domain-containing protein 1) (BAH domain-containing transcriptional regulator 1) (Protein REPRESSOR OF VERNALIZATION 1) (AtRVR1),flowering,-,True,AT4G11560,264,Chr4_2733,AT4G11560,False,True,59.0,"bio11,bio6,pc1"
Chr1,11861127,9,1,8,smallindel,"nonsnp,smallindel",bio15,10.781611102735187,1,0.0552212812683799,3_promoter,promoter,AT1G32763,AT1G32763,Defensin-like protein 43,,-,False,AT1G32763,236,Chr1_6454,AT1G32760;AT1G32763,False,True,35.0,bio15
Chr5,5845178,2,2,0,snp,"nonsnp,smallindel",bio15,10.619146437295518,2,0.0590269457210194,3_promoter,promoter,AT5G17720,BDG5,Probable lysophospholipase BODYGUARD 5 (AtBDG5) (EC 3.1.1.-),,+,True,AT5G17720,755,Chr5_2867,AT5G17720;AT5G17730;AT5G17740;AT5G17750,False,False,,
Chr3,4671967,1,5,4,smallindel,"nonsnp,smallindel",bio15,10.497346971587625,2,0.0744379487904635,3_promoter,promoter,AT3G14090,EXO70D3,Exocyst subunit Exo70 family protein,,-,False,AT3G14090,392,Chr3_2219,AT3G14080;AT3G14090;AT3G14100,False,False,,
